설문번호,그룹번호,설문문항번호,설문보기번호,설문보기
548,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
548,1,10,1,시 본청
548,1,10,2,구(군)
548,1,10,3,직속기관/사업소
548,1,10,4,기타(공사/ 공단 등)
548,6,1,1,매우만족
548,6,1,2,만족
548,6,1,3,보통
548,6,1,4,불만
548,6,1,5,매우불만
548,9,5,1,직무수행 능력향상
548,9,5,2,자기계발 및 공직관의 변화
548,9,5,3,교육이수시간(의무교육) 취득
548,9,5,4,심신의 재충전
548,9,5,5,기타
548,9,6,1,매우 높음
548,9,6,2,높음
548,9,6,3,보통
548,9,6,4,낮음
548,9,6,5,매우 낮음
548,9,7,1,매우 그렇다
548,9,7,2,그렇다
548,9,7,3,보통이다
548,9,7,4,아니다
548,9,7,5,전혀 아니다
548,10,1,1,매우만족
548,10,1,2,만족
548,10,1,3,보통
548,10,1,4,불만
548,10,1,5,매우불만
548,10,3,1,매우만족
548,10,3,2,만족
548,10,3,3,보통
548,10,3,4,불만
548,10,3,5,매우불만
548,11,1,1,매우만족
548,11,1,2,만족
548,11,1,3,보통
548,11,1,4,불만
548,11,1,5,매우불만
548,11,3,1,매우만족
548,11,3,2,만족
548,11,3,3,보통
548,11,3,4,불만
548,11,3,5,매우불만
548,11,4,1,매우만족
548,11,4,2,만족
548,11,4,3,보통
548,11,4,4,불만
548,11,4,5,매우불만
548,11,5,1,매우만족
548,11,5,2,만족
548,11,5,3,보통
548,11,5,4,불만
548,11,5,5,매우불만
548,11,6,1,매우만족
548,11,6,2,만족
548,11,6,3,보통
548,11,6,4,불만
548,11,6,5,매우불만
548,11,7,1,매우만족
548,11,7,2,만족
548,11,7,3,보통
548,11,7,4,불만
548,11,7,5,매우불만
548,11,8,1,매우만족
548,11,8,2,만족
548,11,8,3,보통
548,11,8,4,불만
548,11,8,5,매우불만
548,12,12,1,매우만족
548,12,12,2,만족
548,12,12,3,보통
548,12,12,4,불만
548,12,12,5,매우불만
548,12,13,1,매우만족
548,12,13,2,만족
548,12,13,3,보통
548,12,13,4,불만
548,12,13,5,매우불만
548,12,14,1,매우만족
548,12,14,2,만족
548,12,14,3,보통
548,12,14,4,불만
548,12,14,5,매우불만
548,12,15,1,매우만족
548,12,15,2,만족
548,12,15,3,보통
548,12,15,4,불만
548,12,15,5,매우불만
548,13,2,1,매우 높음
548,13,2,2,높음
548,13,2,3,다소 높음
548,13,2,4,보통
548,13,2,5,다소 낮음
548,13,2,6,낮음
548,13,2,7,매우 낮음
548,13,3,1,강사의 강의역량
548,13,3,2,다양한 교수기법(참여형) 도입
548,13,3,3,교육내용의 업무연계성 강화  
548,13,3,4,충실한 교육자료 
548,13,3,5,교육생의 학습의지   
548,13,3,6,충분한 교육시간 확보
564,1,3,1,5급이상
564,1,3,2,6급(상당)
564,1,3,3,7급(상당)
564,1,3,4,8급
564,1,3,5,9급 이하 및 기타
564,1,4,1,5년 이하
564,1,4,2,6년~10년
564,1,4,3,11~15년
564,1,4,4,16년~20년
564,1,4,5,20년 초과
564,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
564,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
564,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
564,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
564,1,10,1,시 본청
564,1,10,2,구(군)
564,1,10,3,직속기관/사업소
564,1,10,4,기타(공사/ 공단 등)
564,1,11,1,6개월 미만
564,1,11,2,6개월~1년 미만
564,1,11,3,1년~2년 미만
564,1,11,4,2년~3년 미만
564,1,11,5,3년 이상
564,13,3,1,즉시
564,13,3,2,일주일 이내
564,13,3,3,한달 이내
564,13,3,4,2~3개월 후
564,13,3,5,현업 미적용
564,13,4,1,교육내용이 업무와 무관해서
564,13,4,2,적용할만한 새로운 내용이 없어서  
564,13,4,3,부서 환경이 허용적이지 않아서
564,13,4,4,업무가 과중해서
564,13,4,5,적용할 업무의 시행시기가 아직 되지않아서
564,18,3,1,매우 높음
564,18,3,2,높음
564,18,3,3,보통
564,18,3,4,낮음
564,18,3,5,매우 낮음
564,18,4,1,매우 높음
564,18,4,2,높음
564,18,4,3,보통
564,18,4,4,낮음
564,18,4,5,매우 낮음
564,18,5,1,매우 높음
564,18,5,2,높음
564,18,5,3,보통
564,18,5,4,낮음
564,18,5,5,매우 낮음
564,18,6,1,매우 높음
564,18,6,2,높음
564,18,6,3,보통
564,18,6,4,낮음
564,18,6,5,매우 낮음
564,18,7,1,매우 높음
564,18,7,2,높음
564,18,7,3,보통
564,18,7,4,낮음
564,18,7,5,매우 낮음
564,18,8,1,매우 높음
564,18,8,2,높음
564,18,8,3,보통
564,18,8,4,낮음
564,18,8,5,매우 낮음
564,19,5,1,매우 높음
564,19,5,2,높음
564,19,5,3,다소 높음
564,19,5,4,보통
564,19,5,5,다소 낮음
564,19,5,6,낮음
564,19,5,7,매우 낮음
564,19,6,1,강의역량 미흡
564,19,6,2,교육내용의 부적절
564,19,6,3,교육자료 불충분
564,19,6,4,학습의지 부족
564,19,6,5,교육시간 부족
564,22,3,1,매우 높음
564,22,3,2,높음
564,22,3,3,보통
564,22,3,4,낮음
564,22,3,5,매우 낮음
564,22,4,1,매우 높음
564,22,4,2,높음
564,22,4,3,보통
564,22,4,4,낮음
564,22,4,5,매우 낮음
564,22,5,1,매우 높음
564,22,5,2,높음
564,22,5,3,보통
564,22,5,4,낮음
564,22,5,5,매우 낮음
564,22,9,1,매우 높음
564,22,9,2,높음
564,22,9,3,보통
564,22,9,4,낮음
564,22,9,5,매우 낮음
564,22,10,1,매우 높음
564,22,10,2,높음
564,22,10,3,보통
564,22,10,4,낮음
564,22,10,5,매우 낮음
564,23,3,1,학습내용과 업무의 관련성
564,23,3,2,업무에 적용할 수  있는 실무적이고 구체적인 교육내용
564,23,3,3,"허용적인 부서환경(업무적용에 필요한 자원‧도구 제공, 구성원의 협조)"
564,23,3,4,교육 후 자신감 제고･ 마인드 변화
564,23,3,5,업무부담 경감(시간적인 여유)
564,23,4,1,학습내용에 대한 이해 어려움(부족)
564,23,4,2,교육내용과 실제업무의 불일치 
564,23,4,3,"부서 환경이 비협조적(업무적용에 필요한 자원‧도구 부족, 구성원 비협조)"
564,23,4,4,본인의 실천의지 부족
564,23,4,5,업무과중(시간적 여유 부족)
564,26,8,1,매우 높음
564,26,8,2,높음
564,26,8,3,보통
564,26,8,4,낮음
564,26,8,5,매우 낮음
564,26,9,1,매우 높음
564,26,9,2,높음
564,26,9,3,보통
564,26,9,4,낮음
564,26,9,5,매우 낮음
564,26,10,1,매우 높음
564,26,10,2,높음
564,26,10,3,보통
564,26,10,4,낮음
564,26,10,5,매우 낮음
564,26,11,1,매우 높음
564,26,11,2,높음
564,26,11,3,보통
564,26,11,4,낮음
564,26,11,5,매우 낮음
564,26,12,1,매우 높음
564,26,12,2,높음
564,26,12,3,보통
564,26,12,4,낮음
564,26,12,5,매우 낮음
564,26,13,1,매우 높음
564,26,13,2,높음
564,26,13,3,보통
564,26,13,4,낮음
564,26,13,5,매우 낮음
564,26,14,1,매우 높음
564,26,14,2,높음
564,26,14,3,보통
564,26,14,4,낮음
564,26,14,5,매우 낮음
565,1,2,1,남
565,1,2,2,여
565,1,3,1,20대
565,1,3,2,30대
565,1,3,3,40대
565,1,3,4,50대
565,1,3,5,60대
565,1,4,1,본 교육과정에 대해 알고 있고 유사한 교육에 참여한 적이 있다 
565,1,4,2,본 교육과정에 대해 알고 있지만 유사한 교육에 참여한 적은 없다  
565,1,4,3,본 교육과정에 대해 모르고 있지만 유사한 교육에 참여한 적은 있다   
565,1,4,4,본 교육과정에 대해 모르고 있었고 유사한 교육에 참여한 적도 없다  
565,1,9,1,사무직
565,1,9,2,전문직
565,1,9,3,자영업
565,1,9,4,기타
565,5,1,1,매우만족
565,5,1,2,만족
565,5,1,3,보통
565,5,1,4,불만
565,5,1,5,매우불만
565,5,3,1,매우만족
565,5,3,2,만족
565,5,3,3,보통
565,5,3,4,불만
565,5,3,5,매우불만
565,5,4,1,매우만족
565,5,4,2,만족
565,5,4,3,보통
565,5,4,4,불만
565,5,4,5,매우불만
565,5,5,1,매우만족
565,5,5,2,만족
565,5,5,3,보통
565,5,5,4,불만
565,5,5,5,매우불만
565,5,6,1,매우만족
565,5,6,2,만족
565,5,6,3,보통
565,5,6,4,불만
565,5,6,5,매우불만
565,5,7,1,매우만족
565,5,7,2,만족
565,5,7,3,보통
565,5,7,4,불만
565,5,7,5,매우불만
565,6,5,1,매우만족
565,6,5,2,만족
565,6,5,3,보통
565,6,5,4,불만
565,6,5,5,매우불만
565,7,5,1,직업 연관
565,7,5,2,관심사 관련
565,7,5,3,주변인 권유 
565,7,5,4,시정참여 활동에 필요한 지식 습득
565,7,5,5,기타
565,7,6,1,매우높음
565,7,6,2,높음
565,7,6,3,보통
565,7,6,4,낮음
565,7,6,5,매우낮음
565,7,10,1,매우그렇다
565,7,10,2,그렇다
565,7,10,3,보통이다
565,7,10,4,아니다
565,7,10,5,전혀아니다
565,7,11,1,매우그렇다 
565,7,11,2,그렇다 
565,7,11,3,보통이다
565,7,11,4,아니다
565,7,11,5,매우아니다 
565,8,9,1,매우만족
565,8,9,2,만족
565,8,9,3,보통
565,8,9,4,불만
565,8,9,5,매우불만
565,8,10,1,매우만족
565,8,10,2,만족
565,8,10,3,보통
565,8,10,4,불만
565,8,10,5,매우불만
565,9,12,1,매우만족
565,9,12,2,만족
565,9,12,3,보통
565,9,12,4,불만
565,9,12,5,매우불만
565,9,13,1,매우만족
565,9,13,2,만족
565,9,13,3,보통
565,9,13,4,불만
565,9,13,5,매우불만
565,9,14,1,매우만족
565,9,14,2,만족
565,9,14,3,보통
565,9,14,4,불만
565,9,14,5,매우불만
565,9,15,1,매우만족
565,9,15,2,만족
565,9,15,3,보통
565,9,15,4,불만
565,9,15,5,매우불만
565,12,2,1,매우 높음
565,12,2,2,높음
565,12,2,3,다소 높음
565,12,2,4,보통
565,12,2,5,다소 낮음
565,12,2,6,낮음
565,12,2,7,매우 낮음
565,12,3,1,강사의 강의역량 
565,12,3,2,다양한 교수기법(참여형) 도입
565,12,3,3,교육내용의 업무연계성 강화  
565,12,3,4,충실한 교육자료
565,12,3,5,교육생의 학습의지   
565,12,3,6,충분한 교육시간 확보
572,1,3,1,5급이상
572,1,3,2,6급(상당)
572,1,3,3,7급(상당)
572,1,3,4,8급
572,1,3,5,9급 이하 및 기타
572,1,4,1,5년 이하
572,1,4,2,6년~10년
572,1,4,3,11~15년
572,1,4,4,16년~20년
572,1,4,5,20년 초과
572,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
572,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
572,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
572,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
572,1,10,1,시 본청
572,1,10,2,구(군)
572,1,10,3,직속기관/사업소
572,1,10,4,기타(공사/ 공단 등)
572,1,11,1,6개월 미만
572,1,11,2,6개월~1년 미만
572,1,11,3,1년~2년 미만
572,1,11,4,2년~3년 미만
572,1,11,5,3년 이상
572,13,3,1,즉시
572,13,3,2,일주일 이내
572,13,3,3,한달 이내
572,13,3,4,2~3개월 후
572,13,3,5,현업 미적용
572,13,4,1,교육내용이 업무와 무관해서
572,13,4,2,적용할만한 새로운 내용이 없어서  
572,13,4,3,부서 환경이 허용적이지 않아서
572,13,4,4,업무가 과중해서
572,13,4,5,적용할 업무의 시행시기가 아직 되지않아서
572,18,3,1,매우 높음
572,18,3,2,높음
572,18,3,3,보통
572,18,3,4,낮음
572,18,3,5,매우 낮음
572,18,4,1,매우 높음
572,18,4,2,높음
572,18,4,3,보통
572,18,4,4,낮음
572,18,4,5,매우 낮음
572,18,5,1,매우 높음
572,18,5,2,높음
572,18,5,3,보통
572,18,5,4,낮음
572,18,5,5,매우 낮음
572,18,6,1,매우 높음
572,18,6,2,높음
572,18,6,3,보통
572,18,6,4,낮음
572,18,6,5,매우 낮음
572,18,7,1,매우 높음
572,18,7,2,높음
572,18,7,3,보통
572,18,7,4,낮음
572,18,7,5,매우 낮음
572,18,8,1,매우 높음
572,18,8,2,높음
572,18,8,3,보통
572,18,8,4,낮음
572,18,8,5,매우 낮음
572,19,5,1,매우 높음
572,19,5,2,높음
572,19,5,3,다소 높음
572,19,5,4,보통
572,19,5,5,다소 낮음
572,19,5,6,낮음
572,19,5,7,매우 낮음
572,19,6,1,강의역량 미흡
572,19,6,2,교육내용의 부적절
572,19,6,3,교육자료 불충분
572,19,6,4,학습의지 부족
572,19,6,5,교육시간 부족
572,22,3,1,매우 높음
572,22,3,2,높음
572,22,3,3,보통
572,22,3,4,낮음
572,22,3,5,매우 낮음
572,22,4,1,매우 높음
572,22,4,2,높음
572,22,4,3,보통
572,22,4,4,낮음
572,22,4,5,매우 낮음
572,22,5,1,매우 높음
572,22,5,2,높음
572,22,5,3,보통
572,22,5,4,낮음
572,22,5,5,매우 낮음
572,22,9,1,매우 높음
572,22,9,2,높음
572,22,9,3,보통
572,22,9,4,낮음
572,22,9,5,매우 낮음
572,22,10,1,매우 높음
572,22,10,2,높음
572,22,10,3,보통
572,22,10,4,낮음
572,22,10,5,매우 낮음
572,23,3,1,학습내용과 업무의 관련성
572,23,3,2,업무에 적용할 수  있는 실무적이고 구체적인 교육내용
572,23,3,3,"허용적인 부서환경(업무적용에 필요한 자원‧도구 제공, 구성원의 협조)"
572,23,3,4,교육 후 자신감 제고･ 마인드 변화
572,23,3,5,업무부담 경감(시간적인 여유)
572,23,4,1,학습내용에 대한 이해 어려움(부족)
572,23,4,2,교육내용과 실제업무의 불일치 
572,23,4,3,"부서 환경이 비협조적(업무적용에 필요한 자원‧도구 부족, 구성원 비협조)"
572,23,4,4,본인의 실천의지 부족
572,23,4,5,업무과중(시간적 여유 부족)
572,26,8,1,매우 높음
572,26,8,2,높음
572,26,8,3,보통
572,26,8,4,낮음
572,26,8,5,매우 낮음
572,26,9,1,매우 높음
572,26,9,2,높음
572,26,9,3,보통
572,26,9,4,낮음
572,26,9,5,매우 낮음
572,26,10,1,매우 높음
572,26,10,2,높음
572,26,10,3,보통
572,26,10,4,낮음
572,26,10,5,매우 낮음
572,26,11,1,매우 높음
572,26,11,2,높음
572,26,11,3,보통
572,26,11,4,낮음
572,26,11,5,매우 낮음
572,26,12,1,매우 높음
572,26,12,2,높음
572,26,12,3,보통
572,26,12,4,낮음
572,26,12,5,매우 낮음
572,26,13,1,매우 높음
572,26,13,2,높음
572,26,13,3,보통
572,26,13,4,낮음
572,26,13,5,매우 낮음
572,26,14,1,매우 높음
572,26,14,2,높음
572,26,14,3,보통
572,26,14,4,낮음
572,26,14,5,매우 낮음
572,26,15,1,매우 높음
572,26,15,2,높음
572,26,15,3,보통
572,26,15,4,낮음
572,26,15,5,매우 낮음
572,26,16,1,매우 높음
572,26,16,2,높음
572,26,16,3,보통
572,26,16,4,낮음
572,26,16,5,매우 낮음
572,26,17,1,매우 높음
572,26,17,2,높음
572,26,17,3,보통
572,26,17,4,낮음
572,26,17,5,매우 낮음
573,1,3,1,5급이상
573,1,3,2,6급(상당)
573,1,3,3,7급(상당)
573,1,3,4,8급
573,1,3,5,9급 이하 및 기타
573,1,4,1,5년 이하
573,1,4,2,6년~10년
573,1,4,3,11~15년
573,1,4,4,16년~20년
573,1,4,5,20년 이상
573,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
573,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
573,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
573,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
573,1,10,1,시 본청
573,1,10,2,구(군)
573,1,10,3,직속기관/사업소
573,1,10,4,기타(공사/ 공단 등)
573,1,11,1,6개월 미만
573,1,11,2,6개월~1년
573,1,11,3,1년~2년 미만
573,1,11,4,2년~3년 미만
573,1,11,5,3년 이상
573,13,3,1,1 수준_최하
573,13,3,2,2 수준_하
573,13,3,3,3 수준_하
573,13,3,4,4 수준_중
573,13,3,5,5 수준_중
573,13,3,6,6 수준_중
573,13,3,7,7 수준_중
573,13,3,8,8 수준_상
573,13,3,9,9 수준_상
573,13,3,10,10 수준_최상
573,14,3,1,1 수준_최하
573,14,3,2,2 수준_하
573,14,3,3,3 수준_하
573,14,3,4,4 수준_중
573,14,3,5,5 수준_중
573,14,3,6,6 수준_중
573,14,3,7,7 수준_중
573,14,3,8,8 수준_상
573,14,3,9,9 수준_상
573,14,3,10,10 수준_최상
573,15,3,1,1 수준_최하
573,15,3,2,2 수준_하
573,15,3,3,3 수준_하
573,15,3,4,4 수준_중
573,15,3,5,5 수준_중
573,15,3,6,6 수준_중
573,15,3,7,7 수준_중
573,15,3,8,8 수준_상
573,15,3,9,9 수준_상
573,15,3,10,10 수준_최상
573,16,3,1,1 수준_최하
573,16,3,2,2 수준_하
573,16,3,3,3 수준_하
573,16,3,4,4 수준_중
573,16,3,5,5 수준_중
573,16,3,6,6 수준_중
573,16,3,7,7 수준_중
573,16,3,8,8 수준_상
573,16,3,9,9 수준_상
573,16,3,10,10 수준_최상
573,17,3,1,1 수준_최하
573,17,3,2,2 수준_하
573,17,3,3,3 수준_하
573,17,3,4,4 수준_중
573,17,3,5,5 수준_중
573,17,3,6,6 수준_중
573,17,3,7,7 수준_중
573,17,3,8,8 수준_상
573,17,3,9,9 수준_상
573,17,3,10,10 수준_최상
573,18,3,1,1 수준_최하
573,18,3,2,2 수준_하
573,18,3,3,3 수준_하
573,18,3,4,4 수준_중
573,18,3,5,5 수준_중
573,18,3,6,6 수준_중
573,18,3,7,7 수준_중
573,18,3,8,8 수준_상
573,18,3,9,9 수준_상
573,18,3,10,10 수준_최상
574,1,3,1,5급이상
574,1,3,2,6급(상당)
574,1,3,3,7급(상당)
574,1,3,4,8급
574,1,3,5,9급 이하 및 기타
574,1,4,1,5년 이하
574,1,4,2,6년~10년
574,1,4,3,11~15년
574,1,4,4,16년~20년
574,1,4,5,20년 초과
574,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
574,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
574,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
574,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
574,1,10,1,시 본청
574,1,10,2,구(군)
574,1,10,3,직속기관/사업소
574,1,10,4,기타(공사/ 공단 등)
574,1,11,1,6개월 미만
574,1,11,2,6개월~1년 미만
574,1,11,3,1년~2년 미만
574,1,11,4,2년~3년 미만
574,1,11,5,3년 이상
574,13,3,1,즉시
574,13,3,2,일주일 이내
574,13,3,3,한달 이내
574,13,3,4,2~3개월 후
574,13,3,5,현업 미적용
574,13,4,1,교육내용이 업무와 무관해서
574,13,4,2,적용할만한 새로운 내용이 없어서  
574,13,4,3,부서 환경이 허용적이지 않아서
574,13,4,4,업무가 과중해서
574,13,4,5,적용할 업무의 시행시기가 아직 되지않아서
574,18,3,1,매우 높음
574,18,3,2,높음
574,18,3,3,보통
574,18,3,4,낮음
574,18,3,5,매우 낮음
574,18,4,1,매우 높음
574,18,4,2,높음
574,18,4,3,보통
574,18,4,4,낮음
574,18,4,5,매우 낮음
574,18,5,1,매우 높음
574,18,5,2,높음
574,18,5,3,보통
574,18,5,4,낮음
574,18,5,5,매우 낮음
574,18,6,1,매우 높음
574,18,6,2,높음
574,18,6,3,보통
574,18,6,4,낮음
574,18,6,5,매우 낮음
574,18,7,1,매우 높음
574,18,7,2,높음
574,18,7,3,보통
574,18,7,4,낮음
574,18,7,5,매우 낮음
574,18,8,1,매우 높음
574,18,8,2,높음
574,18,8,3,보통
574,18,8,4,낮음
574,18,8,5,매우 낮음
574,19,5,1,매우 높음
574,19,5,2,높음
574,19,5,3,다소 높음
574,19,5,4,보통
574,19,5,5,다소 낮음
574,19,5,6,낮음
574,19,5,7,매우 낮음
574,19,6,1,강의역량 미흡
574,19,6,2,교육내용의 부적절
574,19,6,3,교육자료 불충분
574,19,6,4,학습의지 부족
574,19,6,5,교육시간 부족
574,22,3,1,매우 높음
574,22,3,2,높음
574,22,3,3,보통
574,22,3,4,낮음
574,22,3,5,매우 낮음
574,22,4,1,매우 높음
574,22,4,2,높음
574,22,4,3,보통
574,22,4,4,낮음
574,22,4,5,매우 낮음
574,22,5,1,매우 높음
574,22,5,2,높음
574,22,5,3,보통
574,22,5,4,낮음
574,22,5,5,매우 낮음
574,22,9,1,매우 높음
574,22,9,2,높음
574,22,9,3,보통
574,22,9,4,낮음
574,22,9,5,매우 낮음
574,22,10,1,매우 높음
574,22,10,2,높음
574,22,10,3,보통
574,22,10,4,낮음
574,22,10,5,매우 낮음
574,23,3,1,학습내용과 업무의 관련성
574,23,3,2,업무에 적용할 수  있는 실무적이고 구체적인 교육내용
574,23,3,3,"허용적인 부서환경(업무적용에 필요한 자원‧도구 제공, 구성원의 협조)"
574,23,3,4,교육 후 자신감 제고･ 마인드 변화
574,23,3,5,업무부담 경감(시간적인 여유)
574,23,4,1,학습내용에 대한 이해 어려움(부족)
574,23,4,2,교육내용과 실제업무의 불일치 
574,23,4,3,"부서 환경이 비협조적(업무적용에 필요한 자원‧도구 부족, 구성원 비협조)"
574,23,4,4,본인의 실천의지 부족
574,23,4,5,업무과중(시간적 여유 부족)
574,26,8,1,매우 높음
574,26,8,2,높음
574,26,8,3,보통
574,26,8,4,낮음
574,26,8,5,매우 낮음
574,26,9,1,매우 높음
574,26,9,2,높음
574,26,9,3,보통
574,26,9,4,낮음
574,26,9,5,매우 낮음
574,26,10,1,매우 높음
574,26,10,2,높음
574,26,10,3,보통
574,26,10,4,낮음
574,26,10,5,매우 낮음
574,26,11,1,매우 높음
574,26,11,2,높음
574,26,11,3,보통
574,26,11,4,낮음
574,26,11,5,매우 낮음
574,26,12,1,매우 높음
574,26,12,2,높음
574,26,12,3,보통
574,26,12,4,낮음
574,26,12,5,매우 낮음
574,26,13,1,매우 높음
574,26,13,2,높음
574,26,13,3,보통
574,26,13,4,낮음
574,26,13,5,매우 낮음
574,26,14,1,매우 높음
574,26,14,2,높음
574,26,14,3,보통
574,26,14,4,낮음
574,26,14,5,매우 낮음
574,26,15,1,매우 높음
574,26,15,2,높음
574,26,15,3,보통
574,26,15,4,낮음
574,26,15,5,매우 낮음
574,26,16,1,매우 높음
574,26,16,2,높음
574,26,16,3,보통
574,26,16,4,낮음
574,26,16,5,매우 낮음
574,26,17,1,매우 높음
574,26,17,2,높음
574,26,17,3,보통
574,26,17,4,낮음
574,26,17,5,매우 낮음
574,26,18,1,매우 높음
574,26,18,2,높음
574,26,18,3,보통
574,26,18,4,낮음
574,26,18,5,매우 낮음
574,27,4,1,1수준_최하
574,27,4,2,2수준_하
574,27,4,3,3수준_하
574,27,4,4,4수준_중
574,27,4,5,5수준_중
574,27,4,6,6수준_중
574,27,4,7,7수준_중
574,27,4,8,8수준_상
574,27,4,9,9수준_상
574,27,4,10,10수준_최상
574,28,4,1,1수준_최하
574,28,4,2,2수준_하
574,28,4,3,3수준_하
574,28,4,4,4수준_중
574,28,4,5,5수준_중
574,28,4,6,6수준_중
574,28,4,7,7수준_중
574,28,4,8,8수준_상
574,28,4,9,9수준_상
574,28,4,10,10수준_최상
574,29,4,1,1수준_최하
574,29,4,2,2수준_하
574,29,4,3,3수준_하
574,29,4,4,4수준_중
574,29,4,5,5수준_중
574,29,4,6,6수준_중
574,29,4,7,7수준_중
574,29,4,8,8수준_상
574,29,4,9,9수준_상
574,29,4,10,10수준_최상
574,30,4,1,1수준_최하
574,30,4,2,2수준_하
574,30,4,3,3수준_하
574,30,4,4,4수준_중
574,30,4,5,5수준_중
574,30,4,6,6수준_중
574,30,4,7,7수준_중
574,30,4,8,8수준_상
574,30,4,9,9수준_상
574,30,4,10,10수준_최상
574,31,4,1,1수준_최하
574,31,4,2,2수준_하
574,31,4,3,3수준_하
574,31,4,4,4수준_중
574,31,4,5,5수준_중
574,31,4,6,6수준_중
574,31,4,7,7수준_중
574,31,4,8,8수준_상
574,31,4,9,9수준_상
574,31,4,10,10수준_최상
579,1,3,1,5급이상
579,1,3,2,6급(상당)
579,1,3,3,7급(상당)
579,1,3,4,8급
579,1,3,5,9급 이하 및 기타
579,1,4,1,5년 이하
579,1,4,2,6년~10년
579,1,4,3,11~15년
579,1,4,4,16년~20년
579,1,4,5,20년 초과
579,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
579,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
579,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
579,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
579,1,10,1,시 본청
579,1,10,2,구(군)
579,1,10,3,직속기관/사업소
579,1,10,4,기타(공사/ 공단 등)
579,1,11,1,6개월 미만
579,1,11,2,6개월~1년 미만
579,1,11,3,1년~2년 미만
579,1,11,4,2년~3년 미만
579,1,11,5,3년 이상
579,13,3,1,즉시
579,13,3,2,일주일 이내
579,13,3,3,한달 이내
579,13,3,4,2~3개월 후
579,13,3,5,현업 미적용
579,13,4,1,교육내용이 업무와 무관해서
579,13,4,2,적용할만한 새로운 내용이 없어서  
579,13,4,3,부서 환경이 허용적이지 않아서
579,13,4,4,업무가 과중해서
579,13,4,5,적용할 업무의 시행시기가 아직 되지않아서
579,18,3,1,매우 높음
579,18,3,2,높음
579,18,3,3,보통
579,18,3,4,낮음
579,18,3,5,매우 낮음
579,18,4,1,매우 높음
579,18,4,2,높음
579,18,4,3,보통
579,18,4,4,낮음
579,18,4,5,매우 낮음
579,18,5,1,매우 높음
579,18,5,2,높음
579,18,5,3,보통
579,18,5,4,낮음
579,18,5,5,매우 낮음
579,18,6,1,매우 높음
579,18,6,2,높음
579,18,6,3,보통
579,18,6,4,낮음
579,18,6,5,매우 낮음
579,18,7,1,매우 높음
579,18,7,2,높음
579,18,7,3,보통
579,18,7,4,낮음
579,18,7,5,매우 낮음
579,18,8,1,매우 높음
579,18,8,2,높음
579,18,8,3,보통
579,18,8,4,낮음
579,18,8,5,매우 낮음
579,19,5,1,매우 높음
579,19,5,2,높음
579,19,5,3,다소 높음
579,19,5,4,보통
579,19,5,5,다소 낮음
579,19,5,6,낮음
579,19,5,7,매우 낮음
579,19,6,1,강의역량 미흡
579,19,6,2,교육내용의 부적절
579,19,6,3,교육자료 불충분
579,19,6,4,학습의지 부족
579,19,6,5,교육시간 부족
579,22,3,1,매우 높음
579,22,3,2,높음
579,22,3,3,보통
579,22,3,4,낮음
579,22,3,5,매우 낮음
579,22,4,1,매우 높음
579,22,4,2,높음
579,22,4,3,보통
579,22,4,4,낮음
579,22,4,5,매우 낮음
579,22,5,1,매우 높음
579,22,5,2,높음
579,22,5,3,보통
579,22,5,4,낮음
579,22,5,5,매우 낮음
579,22,9,1,매우 높음
579,22,9,2,높음
579,22,9,3,보통
579,22,9,4,낮음
579,22,9,5,매우 낮음
579,22,10,1,매우 높음
579,22,10,2,높음
579,22,10,3,보통
579,22,10,4,낮음
579,22,10,5,매우 낮음
579,23,3,1,학습내용과 업무의 관련성
579,23,3,2,업무에 적용할 수  있는 실무적이고 구체적인 교육내용
579,23,3,3,"허용적인 부서환경(업무적용에 필요한 자원‧도구 제공, 구성원의 협조)"
579,23,3,4,교육 후 자신감 제고･ 마인드 변화
579,23,3,5,업무부담 경감(시간적인 여유)
579,23,4,1,학습내용에 대한 이해 어려움(부족)
579,23,4,2,교육내용과 실제업무의 불일치 
